i273509	-1
i273515	-1
i273523	-1
i273523	-1
i273541	1
i273581	-1
i273666	-1
i273666	-1
i273666	-1
i273671	-1
i273690	-1
i273717	-1
i273722	-1
i273737	-1
i273737	-1
i273747	4
i273758	-1
i273764	-1
i273789	-1
i273813	-1
i273826	-1
i273826	-1
i273826	-1
i273834	-1
i273846	2
i273855	-1
i273855	-1
i273856	-1
i273858	-1
i273877	-1
i273877	-1
i273887	4
i273900	-1
i273900	-1
i273943	-1
i273965	2
i274000	-1
i274022	3
i274058	0
i274073	-1
i274073	-1
i274080	-1
i274097	-1
i274098	-1
i274114	3
i274161	-1
i274161	-1
i274164	-1
i274234	-1
i274245	-1
i274253	-1
i274266	-1
i274294	0
i274312	2
i274320	0
i274332	-1
i274399	-1
i274399	-1
i274399	-1
i274428	-1
i274438	-1
i274452	0
i274460	-1
i274466	-1
i274467	-1
i274534	-1
i274560	-1
i274591	-1
i274598	-1
i274625	-1
i274637	-1
i274644	-1
i274651	-1
i274667	-1
i274702	-1
i274725	-1
i274757	-1
i274757	-1
i274757	-1
i274780	-1
i274780	-1
i274800	3
i274832	-1
i274837	-1
i274893	-1
i274893	-1
i274893	-1
i274921	-1
i274950	-1
i274968	1
i274970	-1
i274980	1
i274988	-1
i274990	-1
i275018	-1
i275040	-1
i275051	0
i275066	-1
i275088	-1
i275105	-1
i275105	-1
i275135	-1
i275160	-1
i275160	-1
i275179	-1
i275179	-1
i275179	-1
i275185	-1
i275233	-1
i275239	-1
i275239	-1
i275257	-1
i275322	-1
i275322	-1
i275326	-1
i275326	-1
i275326	-1
i275357	2
i275369	-1
i275369	-1
i275375	-1
i275383	-1
i275428	-1
i275428	-1
i275438	-1
i275456	-1
i275471	-1
i275515	3
i275534	0
i275545	-1
i275545	-1
i275569	-1
i275587	-1
i275601	-1
i275637	-1
i275642	-1
i275661	-1
i275661	-1
i275681	-1
i275681	-1
i275681	-1
i275687	-1
i275687	-1
i275700	-1
i275713	0
i275730	-1
i275732	-1
i275768	-1
i275770	-1
i275789	-1
i275789	-1
i275808	-1
i275828	-1
i275838	1
i275880	-1
i275921	2
i275960	-1
i275976	-1
i275983	-1
i276002	-1
i276013	4
i276032	-1
i276032	-1
i276034	0
i276075	-1
i276087	1
i276091	1
i276137	-1
i276138	-1
i276166	-1
i276182	1
i276199	-1
i276243	-1
i276267	-1
i276285	-1
i276300	-1
i276317	0
i276329	-1
i276343	1
i276371	-1
i276380	-1
i276412	-1
i276444	-1
i276444	-1
i276460	-1
i276466	-1
i276467	-1
i276491	-1
i276504	-1
i276521	-1
i276536	2
i276629	-1
i276642	-1
i276642	-1
i276661	-1
i276665	-1
i276665	-1
i276691	-1
i276691	-1
i276691	-1
i276706	-1
i276706	-1
i276711	-1
i276715	1
i276753	-1
i276760	0
i276765	-1
i276770	-1
i276774	-1
i276774	-1
i276794	-1
i276794	-1
i276812	-1
i276822	1
i276825	2
i276856	-1
i276868	-1
i276872	1
i276885	0
i276899	-1
i276899	-1
i276914	-1
i276937	-1
i276937	-1
i276938	-1
i276938	-1
i276948	-1
i276984	4
i276991	-1
i277025	-1
i277025	-1
i277027	-1
i277046	-1
i277072	3
i277080	-1
i277080	-1
i277089	0
i277105	-1
i277135	-1
i277152	-1
i277153	-1
i277166	-1
i277166	-1
i277174	-1
i277180	0
i277192	-1
i277192	-1
i277192	-1
i277225	-1
i277225	-1
i277225	-1
i277253	-1
i277264	0
i277266	-1
i277277	1
i277335	-1
i277355	-1
i277357	1
i277361	-1
i277361	-1
i277389	-1
i277389	-1
i277389	-1
i277406	-1
i277439	0
i277458	-1
i277504	-1
i277505	-1
i277505	-1
i277522	-1
i277539	-1
i277539	-1
i277539	-1
i277544	-1
i277548	-1
i277548	-1
i277565	-1
i277565	-1
i277575	-1
i277578	-1
i277601	-1
i277617	-1
i277622	-1
i277622	-1
i277646	-1
i277662	-1
i277670	-1
i277670	-1
i277683	-1
i277683	-1
i277683	-1
i277727	-1
i277743	4
i277757	-1
i277769	-1
i277769	-1
i277787	-1
i277787	-1
i277802	0
i277805	-1
i277805	-1
i277808	-1
i277838	-1
i277871	0
i277906	-1
i277907	2
i277942	-1
i277942	-1
i277942	-1
i277949	-1
i277969	-1
i278020	-1
i278039	-1
i278039	-1
i278042	0
i278057	-1
i278071	-1
i278071	-1
i278071	-1
i278081	-1
i278098	2
i278116	0
i278152	-1
i278168	-1
i278215	-1
i278228	-1
i278228	-1
i278242	4
i278268	-1
i278288	-1
i278302	-1
i278307	-1
i278307	-1
i278319	4
i278337	-1
i278337	-1
i278337	-1
i278354	-1
i278374	-1
i278374	-1
i278425	-1
i278474	0
i278490	-1
i278490	-1
i278490	-1
i278497	-1
i278497	-1
i278509	-1
i278519	2
i278530	-1
i278554	-1
i278583	-1
i278611	3
i278613	-1
i278620	-1
i278640	-1
i278683	-1
i278683	-1
i278698	-1
i278713	-1
i278728	-1
i278743	-1
i278743	-1
i278764	1
i278791	-1
i278791	-1
i278794	-1
i278794	-1
i278811	-1
i278824	-1
i278824	-1
i278830	3
i278838	-1
i278838	-1
i278840	1
i278846	-1
i278846	-1
i278874	-1
i278878	4
i278896	-1
i278908	1
i278910	-1
i278910	-1
i278947	-1
i278966	-1
i278966	-1
i278966	-1
i278975	-1
i278980	-1
i278998	-1
i279018	-1
i279039	-1
i279039	-1
i279043	-1
i279061	-1
i279064	-1
i279088	3
i279091	-1
i279091	-1
i279098	-1
i279117	-1
i279122	1
i279148	-1
i279165	-1
i279165	-1
i279165	-1
i279179	-1
i279196	-1
i279196	-1
i279205	4
i279217	-1
i279228	1
i279284	-1
i279334	-1
i279374	0
i279406	0
i279427	-1
i279427	-1
i279432	-1
i279445	-1
i279445	-1
i279445	-1
i279464	0
i279480	-1
i279488	-1
i279488	-1
i279498	-1
i279498	-1
i279527	3
i279534	-1
i279556	1
i279558	2
i279565	-1
i279587	1
i279600	4
i279618	-1
i279618	-1
i279622	-1
i279637	-1
i279660	-1
i279697	-1
i279704	1
i279718	-1
i279737	-1
i279737	-1
i279753	0
i279769	-1
i279787	1
i279793	-1
i279793	-1
i279793	-1
i279815	-1
i279820	-1
i279839	-1
i279876	-1
i279876	-1
i279876	-1
i279929	-1
i279938	-1
i279938	-1
i279949	-1
i279955	3
i279970	-1
i279977	-1
i280018	-1
i280018	-1
i280049	-1
i280070	0
i280081	-1
i280109	-1
i280113	0
i280146	-1
i280158	0
i280210	0
i280219	-1
i280219	-1
i280236	1
i280248	-1
i280254	0
i280310	-1
i280374	4
i280407	-1
i280407	-1
i280407	-1
i280412	-1
i280415	-1
i280415	-1
i280419	-1
i280438	-1
i280438	-1
i280445	-1
i280460	4
i280481	0
i280498	-1
i280506	-1
i280506	-1
i280524	-1
i280525	-1
i280525	-1
i280561	-1
i280561	-1
i280564	0
i280582	-1
i280582	-1
i280591	-1
i280609	-1
i280611	-1
i280625	-1
i280651	-1
i280669	-1
i280688	-1
i280688	-1
i280696	-1
i280696	-1
i280708	-1
i280708	-1
i280730	-1
i280730	-1
i280746	-1
i280788	-1
i280818	3
i280819	-1
i280836	-1
i280856	-1
i280870	1
i280879	0
i280892	-1
i280892	-1
i280892	-1
i280897	-1
i280915	-1
i280915	-1
i280934	0
i280937	-1
i280938	-1
i280948	-1
i280959	-1
i281010	-1
i281017	-1
i281031	-1
i281034	1
i281057	-1
i281057	-1
i281058	2
i281069	1
i281093	-1
i281110	1
i281130	-1
i281136	-1
i281139	1
i281173	-1
i281189	3
i281195	4
i281209	-1
i281234	-1
i281234	-1
i281245	-1
i281285	-1
i281305	-1
i281383	-1
i281407	2
i281446	3
i281456	-1
i281487	-1
i281505	0
i281528	-1
i281537	-1
i281548	-1
i281563	3
i281599	-1
i281599	-1
i281608	2
i281641	-1
i281641	-1
i281643	-1
i281650	0
i281662	0
i281675	-1
i281711	-1
i281722	-1
i281723	1
i281740	3
i281759	-1
i281759	-1
i281777	-1
i281777	-1
i281792	-1
i281794	2
i281819	2
i281832	-1
i281844	2
i281863	-1
i281863	-1
i281882	-1
i281913	-1
i281920	-1
i281929	4
i281942	-1
i281951	-1
i281999	-1
i282022	-1
i282040	1
i282053	-1
i282053	-1
i282092	-1
i282092	-1
i282105	-1
i282105	-1
i282123	-1
i282123	-1
i282123	-1
i282179	-1
i282192	-1
i282249	-1
i282260	2
i282289	1
i282346	-1
i282377	-1
i282386	-1
i282412	0
i282421	-1
i282434	-1
i282434	-1
i282450	-1
i282450	-1
i282467	-1
i282467	-1
i282515	-1
i282522	-1
i282533	-1
i282555	-1
i282555	-1
i282559	-1
i282573	-1
i282592	-1
i282609	-1
i282669	4
i282677	-1
i282703	-1
i282715	-1
i282718	-1
i282753	-1
i282777	-1
i282777	-1
i282791	-1
i282802	-1
i282813	-1
i282815	-1
i282815	-1
i282831	-1
i282838	-1
i282838	-1
i282838	-1
i282846	1
i282864	4
i282945	-1
i282945	-1
i282946	-1
i282964	0
i282974	-1
i282978	-1
i282978	-1
i283002	1
i283018	-1
i283018	-1
i283023	-1
i283037	-1
i283042	-1
i283111	-1
i283123	-1
i283123	-1
i283123	-1
i283175	-1
i283189	-1
i283214	-1
i283249	2
i283259	0
i283276	-1
i283276	-1
i283276	-1
i283327	-1
i283329	-1
i283368	-1
i283410	2
i283427	-1
i283429	-1
i283429	-1
i283429	-1
i283433	-1
i283433	-1
i283496	-1
i283496	-1
i283496	-1
i283521	3
i283523	1
i283547	4
